id,number_of_vertices,asymmetric_depth,degree_sequence,graph_representation,g6string
83,9,2,"(6, 4, 4, 4, 4, 2, 2, 2, 2)","{1: [5, 7], 2: [8, 9, 6, 7], 3: [8, 6], 4: [8, 9], 5: [1, 9], 6: [2, 3, 9, 7], 7: [1, 2, 6, 9], 8: [2, 3, 4, 9], 9: [2, 4, 5, 6, 7, 8]}",H_L?g]n
84,9,2,"(6, 4, 4, 4, 4, 3, 2, 2, 1)","{1: [9, 5, 7], 2: [8, 9, 6, 7], 3: [8, 6], 4: [8, 9], 5: [1], 6: [2, 3, 9, 7], 7: [1, 2, 6, 9], 8: [2, 3, 4, 9], 9: [1, 2, 4, 6, 7, 8]}",HC?YZO~
85,9,2,"(5, 5, 4, 3, 3, 3, 3, 3, 1)","{1: [9, 5, 7], 2: [8, 6, 7], 3: [8, 9, 6], 4: [8], 5: [1, 8, 9], 6: [2, 3, 7], 7: [1, 2, 6, 9], 8: [2, 3, 4, 5, 9], 9: [1, 3, 5, 7, 8]}",HAC_zNh
86,9,2,"(6, 6, 5, 4, 3, 3, 3, 3, 1)","{1: [9, 5, 7], 2: [8, 6, 7], 3: [8, 9, 6], 4: [8], 5: [1, 8, 9], 6: [2, 3, 7, 8, 9], 7: [1, 2, 6, 9], 8: [2, 3, 4, 5, 6, 9], 9: [1, 3, 5, 6, 7, 8]}",HA?XZnj
87,9,2,"(5, 5, 4, 4, 4, 2, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [6, 7], 3: [9, 6], 4: [8, 9], 5: [1, 8], 6: [2, 3, 9, 7], 7: [1, 2, 6, 8, 9], 8: [1, 4, 5, 7], 9: [1, 3, 4, 6, 7]}",H?hOjUN
88,9,2,"(6, 5, 5, 3, 3, 3, 3, 3, 1)","{1: [8, 5, 7], 2: [9, 6, 7], 3: [8, 9, 6], 4: [9], 5: [1, 8, 9], 6: [2, 3, 7], 7: [1, 2, 6, 8, 9], 8: [1, 3, 5, 7, 9], 9: [2, 3, 4, 5, 7, 8]}",HI?HYmz
89,9,2,"(5, 5, 4, 4, 4, 3, 2, 2, 1)","{1: [8, 9, 5, 7], 2: [6, 7], 3: [8, 9, 6], 4: [9], 5: [1, 8], 6: [2, 3, 9, 7], 7: [1, 2, 6, 8, 9], 8: [1, 3, 5, 7], 9: [1, 3, 4, 6, 7]}",H?PX`]Z
90,9,2,"(6, 5, 5, 5, 3, 3, 3, 3, 1)","{1: [8, 5, 7], 2: [9, 6, 7], 3: [8, 9, 6], 4: [9], 5: [1, 8, 9], 6: [2, 3, 7, 8, 9], 7: [1, 2, 6, 8, 9], 8: [1, 3, 5, 6, 7], 9: [2, 3, 4, 5, 6, 7]}",HG@gxnZ
91,9,2,"(6, 5, 5, 4, 4, 3, 2, 2, 1)","{1: [8, 9, 5, 7], 2: [6, 7], 3: [8, 9, 6], 4: [8], 5: [1, 9], 6: [2, 3, 9, 7], 7: [1, 2, 6, 8, 9], 8: [1, 3, 4, 7, 9], 9: [1, 3, 5, 6, 7, 8]}",H?HQ[s~
92,9,2,"(5, 5, 4, 4, 4, 3, 2, 2, 1)","{1: [8, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [8], 5: [1, 9], 6: [2, 3, 9, 7], 7: [1, 2, 6, 8], 8: [1, 2, 4, 7, 9], 9: [2, 3, 5, 6, 8]}",H@?YZU\
93,9,2,"(5, 4, 4, 4, 4, 4, 2, 2, 1)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [6], 4: [8, 9], 5: [1, 9], 6: [2, 3, 9, 7], 7: [1, 2, 6, 8], 8: [1, 2, 4, 7], 9: [1, 2, 4, 5, 6]}",H?Cykpj
94,9,2,"(5, 4, 4, 4, 4, 4, 2, 2, 1)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [8], 5: [1, 9], 6: [2, 3, 9, 7], 7: [1, 2, 6, 8], 8: [1, 2, 4, 7], 9: [1, 2, 3, 5, 6]}",H?Cyctm
95,9,2,"(5, 5, 4, 4, 4, 3, 2, 2, 1)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [8, 9], 5: [1], 6: [2, 3, 7], 7: [1, 2, 6, 8], 8: [1, 2, 4, 7, 9], 9: [1, 2, 3, 4, 8]}",H@C[I\j
96,9,2,"(5, 4, 4, 4, 4, 4, 2, 2, 1)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [8, 9], 5: [1], 6: [2, 3, 9, 7], 7: [1, 2, 6, 8], 8: [1, 2, 4, 7], 9: [1, 2, 3, 4, 6]}",H?Cyshj
97,9,2,"(6, 4, 4, 4, 4, 4, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [8, 9], 5: [1, 9], 6: [2, 3, 9, 7], 7: [1, 2, 6, 8], 8: [1, 2, 4, 7], 9: [1, 2, 3, 4, 5, 6]}",H?C{irj
98,9,2,"(6, 6, 4, 4, 4, 4, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [8, 9], 5: [1, 9], 6: [2, 3, 8, 7], 7: [1, 2, 6, 8], 8: [1, 2, 4, 6, 7, 9], 9: [1, 2, 3, 4, 5, 8]}",H?EYP~r
99,9,2,"(5, 5, 4, 4, 3, 3, 3, 2, 1)","{1: [8, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [8], 5: [1, 8, 9], 6: [2, 3, 9, 7], 7: [1, 2, 6], 8: [1, 2, 4, 5, 9], 9: [2, 3, 5, 6, 8]}",H@GIYmt
100,9,2,"(5, 4, 4, 4, 4, 3, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [8, 6, 7], 3: [9, 6], 4: [8, 9], 5: [1, 8], 6: [2, 3, 9, 7], 7: [1, 2, 6, 9], 8: [1, 2, 4, 5], 9: [1, 3, 4, 6, 7]}",H?EIthm
101,9,2,"(6, 5, 4, 4, 4, 3, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [8, 6, 7], 3: [9, 6], 4: [8, 9], 5: [1, 8], 6: [2, 3, 9, 7], 7: [1, 2, 6, 9], 8: [1, 2, 4, 5, 9], 9: [1, 3, 4, 6, 7, 8]}",H?_o}pn
102,9,2,"(4, 4, 4, 4, 3, 3, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [8, 9], 5: [1, 8], 6: [2, 3, 7], 7: [1, 2, 6], 8: [1, 2, 4, 5], 9: [1, 2, 3, 4]}",H?KYeMe
103,9,2,"(5, 4, 4, 4, 4, 3, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [8, 9], 5: [1, 8], 6: [2, 3, 7], 7: [1, 2, 6, 9], 8: [1, 2, 4, 5], 9: [1, 2, 3, 4, 7]}",H@C[MTm
104,9,2,"(6, 5, 4, 4, 4, 3, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [8, 9], 5: [1, 8], 6: [2, 3, 9, 7], 7: [1, 2, 6], 8: [1, 2, 4, 5, 9], 9: [1, 2, 3, 4, 6, 8]}",H?LOlVN
105,9,2,"(6, 4, 4, 4, 4, 4, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [8, 9], 5: [1, 8], 6: [2, 3, 9, 7], 7: [1, 2, 6, 9], 8: [1, 2, 4, 5], 9: [1, 2, 3, 4, 6, 7]}",H?C{Ud}
106,9,2,"(6, 6, 5, 4, 4, 3, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [8, 6, 7], 3: [9, 6], 4: [8, 9], 5: [1, 8], 6: [2, 3, 7, 8, 9], 7: [1, 2, 6, 9], 8: [1, 2, 4, 5, 6, 9], 9: [1, 3, 4, 6, 7, 8]}",H?GYm]z
107,9,2,"(5, 5, 4, 3, 3, 3, 3, 3, 1)","{1: [8, 5, 7], 2: [8, 6, 7], 3: [8, 9, 6], 4: [9], 5: [1, 8, 9], 6: [2, 3, 7], 7: [1, 2, 6, 9], 8: [1, 2, 3, 5, 9], 9: [3, 4, 5, 7, 8]}",H@D?zZb
108,9,2,"(5, 5, 4, 3, 3, 3, 3, 3, 1)","{1: [8, 5, 7], 2: [8, 6, 7], 3: [8, 9, 6], 4: [9], 5: [1, 8, 9], 6: [2, 3, 9, 7], 7: [1, 2, 6], 8: [1, 2, 3, 5, 9], 9: [3, 4, 5, 6, 8]}",HIC?zYf
109,9,2,"(6, 6, 5, 4, 3, 3, 3, 3, 1)","{1: [8, 5, 7], 2: [8, 6, 7], 3: [8, 9, 6], 4: [9], 5: [1, 8, 9], 6: [2, 3, 7, 8, 9], 7: [1, 2, 6, 9], 8: [1, 2, 3, 5, 6, 9], 9: [3, 4, 5, 6, 7, 8]}",HA?XZvf
110,9,2,"(5, 5, 4, 4, 3, 3, 2, 2, 2)","{1: [8, 5, 7], 2: [8, 9, 6, 7], 3: [8, 6], 4: [8, 9], 5: [1, 9], 6: [2, 3, 7], 7: [1, 2, 6, 9], 8: [1, 2, 3, 4, 9], 9: [2, 4, 5, 7, 8]}",H@OG|NT
111,9,2,"(6, 5, 4, 4, 4, 4, 2, 2, 1)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [8, 6], 4: [8, 9], 5: [1], 6: [2, 3, 9, 7], 7: [1, 2, 6, 9], 8: [1, 2, 3, 4, 9], 9: [1, 2, 4, 6, 7, 8]}",H?D[bS~
112,9,2,"(5, 4, 4, 4, 4, 3, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [8, 6], 4: [8, 9], 5: [1, 9], 6: [2, 3, 7], 7: [1, 2, 6, 9], 8: [1, 2, 3, 4], 9: [1, 2, 4, 5, 7]}",H@CYLVM
113,9,2,"(6, 4, 4, 4, 4, 4, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [8, 6], 4: [8, 9], 5: [1, 9], 6: [2, 3, 9, 7], 7: [1, 2, 6, 9], 8: [1, 2, 3, 4], 9: [1, 2, 4, 5, 6, 7]}",H?EXUd}
114,9,2,"(6, 6, 4, 4, 4, 4, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [8, 6], 4: [8, 9], 5: [1, 9], 6: [2, 3, 9, 7], 7: [1, 2, 6, 8], 8: [1, 2, 3, 4, 7, 9], 9: [1, 2, 4, 5, 6, 8]}",H?D[bun
115,9,2,"(6, 6, 4, 4, 4, 4, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [8, 6], 4: [8, 9], 5: [1, 9], 6: [2, 3, 8, 7], 7: [1, 2, 6, 9], 8: [1, 2, 3, 4, 6, 9], 9: [1, 2, 4, 5, 7, 8]}",H?D[dtn
116,9,2,"(4, 4, 4, 4, 4, 2, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [6, 7], 3: [8, 6], 4: [8, 9], 5: [1, 7], 6: [2, 3, 8, 9], 7: [1, 2, 5, 9], 8: [1, 3, 4, 6], 9: [1, 4, 6, 7]}",H?G]TL[
117,9,2,"(5, 5, 4, 4, 3, 3, 3, 2, 1)","{1: [8, 9, 5, 7], 2: [9, 6, 7], 3: [8, 9, 6], 4: [8], 5: [1, 7], 6: [2, 3, 8], 7: [1, 2, 5, 9], 8: [1, 3, 4, 6, 9], 9: [1, 2, 3, 7, 8]}",H@HIG}r
118,9,2,"(6, 4, 4, 4, 4, 4, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [8, 9], 5: [1, 7], 6: [2, 3, 8, 9], 7: [1, 2, 5, 9], 8: [1, 2, 4, 6], 9: [1, 2, 3, 4, 6, 7]}",H?MIshv
119,9,2,"(5, 4, 4, 4, 4, 3, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [8, 6], 4: [8, 9], 5: [1, 7], 6: [2, 3, 9], 7: [1, 2, 5, 9], 8: [1, 2, 3, 4], 9: [1, 2, 4, 6, 7]}",H@ECZX]
120,9,2,"(6, 6, 4, 4, 4, 4, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [8, 6], 4: [8, 9], 5: [1, 7], 6: [2, 3, 8, 9], 7: [1, 2, 5, 9], 8: [1, 2, 3, 4, 6, 9], 9: [1, 2, 4, 6, 7, 8]}",H?aY`|z
121,9,2,"(5, 5, 4, 4, 3, 3, 2, 2, 2)","{1: [5, 7], 2: [9, 6, 7], 3: [8, 6], 4: [8, 7], 5: [1, 8, 9], 6: [2, 3, 8, 9], 7: [1, 2, 4, 9], 8: [3, 4, 5, 6, 9], 9: [2, 5, 6, 7, 8]}",H@AiUc^
122,9,2,"(4, 4, 4, 4, 3, 3, 2, 2, 2)","{1: [9, 5, 7], 2: [6, 7], 3: [8, 6], 4: [8, 9, 7], 5: [1, 8], 6: [2, 3, 8, 9], 7: [1, 2, 4, 9], 8: [3, 4, 5, 6], 9: [1, 4, 6, 7]}",H?GY}Ip
123,9,2,"(5, 5, 4, 3, 3, 3, 3, 2, 2)","{1: [9, 5, 7], 2: [6, 7], 3: [8, 6], 4: [8, 9, 7], 5: [1, 8, 9], 6: [2, 3, 8, 9], 7: [1, 2, 4], 8: [3, 4, 5, 6, 9], 9: [1, 4, 5, 6, 8]}",H@@]@uj
124,9,2,"(5, 5, 3, 3, 3, 3, 3, 3, 2)","{1: [9, 5, 7], 2: [9, 6, 7], 3: [8, 9, 6], 4: [8, 7], 5: [1, 8, 9], 6: [2, 3, 8], 7: [1, 2, 4], 8: [3, 4, 5, 6, 9], 9: [1, 2, 3, 5, 8]}",HAHCXzp
125,9,2,"(6, 5, 3, 3, 3, 3, 3, 3, 3)","{1: [9, 5, 7], 2: [9, 6, 7], 3: [8, 9, 6], 4: [8, 9, 7], 5: [1, 8, 9], 6: [2, 3, 8], 7: [1, 2, 4], 8: [3, 4, 5, 6, 9], 9: [1, 2, 3, 4, 5, 8]}",HpEA?|n
126,9,2,"(6, 5, 5, 3, 3, 3, 3, 3, 3)","{1: [9, 5, 7], 2: [9, 6, 7], 3: [8, 9, 6], 4: [8, 9, 7], 5: [1, 8, 9], 6: [2, 3, 8], 7: [1, 2, 4, 8, 9], 8: [3, 4, 5, 6, 7], 9: [1, 2, 3, 4, 5, 7]}",HK_Eh\|
127,9,2,"(5, 4, 4, 4, 4, 3, 2, 2, 2)","{1: [5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [8, 7], 5: [1, 8, 9], 6: [2, 3, 8, 9], 7: [1, 2, 4, 9], 8: [2, 4, 5, 6], 9: [2, 3, 5, 6, 7]}",H@@K|P\
128,9,2,"(5, 4, 4, 4, 4, 3, 3, 2, 1)","{1: [9, 5, 7], 2: [8, 9, 6, 7], 3: [6], 4: [8, 7], 5: [1, 8, 9], 6: [2, 3, 8, 9], 7: [1, 2, 4, 9], 8: [2, 4, 5, 6], 9: [1, 2, 5, 6, 7]}",H@@isWz
129,9,2,"(5, 5, 4, 3, 3, 3, 3, 2, 2)","{1: [9, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [8, 7], 5: [1, 8, 9], 6: [2, 3, 8], 7: [1, 2, 4], 8: [2, 4, 5, 6, 9], 9: [1, 2, 3, 5, 8]}",H@Y?\dV
130,9,2,"(6, 5, 4, 4, 3, 3, 3, 2, 2)","{1: [9, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [8, 7], 5: [1, 8, 9], 6: [2, 3, 8, 9], 7: [1, 2, 4], 8: [2, 4, 5, 6, 9], 9: [1, 2, 3, 5, 6, 8]}",H@WKImv
131,9,2,"(6, 4, 4, 4, 4, 3, 3, 2, 2)","{1: [9, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [8, 7], 5: [1, 8, 9], 6: [2, 3, 8, 9], 7: [1, 2, 4, 9], 8: [2, 4, 5, 6], 9: [1, 2, 3, 5, 6, 7]}",H@@L[p|
132,9,2,"(6, 6, 4, 4, 3, 3, 3, 3, 2)","{1: [9, 5, 7], 2: [8, 6, 7], 3: [9, 6], 4: [8, 9, 7], 5: [1, 8, 9], 6: [2, 3, 8, 9], 7: [1, 2, 4, 8], 8: [2, 4, 5, 6, 7, 9], 9: [1, 3, 4, 5, 6, 8]}",HG?{Q~r
133,9,2,"(6, 6, 5, 4, 4, 3, 2, 2, 2)","{1: [9, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [8, 7], 5: [1, 8], 6: [2, 3, 8, 9], 7: [1, 2, 4, 8, 9], 8: [2, 4, 5, 6, 7, 9], 9: [1, 2, 3, 6, 7, 8]}",H@OKl\^
134,9,2,"(6, 6, 4, 4, 4, 3, 3, 2, 2)","{1: [9, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [8, 7], 5: [1, 8, 9], 6: [2, 3, 8, 9], 7: [1, 2, 4, 8], 8: [2, 4, 5, 6, 7, 9], 9: [1, 2, 3, 5, 6, 8]}",H@AJQ}|
135,9,2,"(5, 4, 4, 3, 3, 3, 3, 2, 1)","{1: [9, 5, 7], 2: [8, 9, 6, 7], 3: [8, 6], 4: [7], 5: [1, 8, 9], 6: [2, 3, 9], 7: [1, 2, 4, 9], 8: [2, 3, 5], 9: [1, 2, 5, 6, 7]}",H@X?[cv
136,9,2,"(5, 5, 4, 4, 3, 3, 2, 2, 2)","{1: [5, 7], 2: [8, 9, 6, 7], 3: [8, 6], 4: [9, 7], 5: [1, 8, 9], 6: [2, 3, 9], 7: [1, 2, 4, 8, 9], 8: [2, 3, 5, 7], 9: [2, 4, 5, 6, 7]}",HAGo]MZ
137,9,2,"(5, 5, 5, 3, 3, 3, 3, 2, 1)","{1: [9, 5, 7], 2: [8, 6, 7], 3: [8, 9, 6], 4: [7], 5: [1, 8, 9], 6: [2, 3], 7: [1, 2, 4, 8, 9], 8: [2, 3, 5, 7, 9], 9: [1, 3, 5, 7, 8]}",H@P@g}j
138,9,2,"(6, 5, 5, 3, 3, 3, 3, 3, 1)","{1: [9, 5, 7], 2: [8, 6, 7], 3: [8, 9, 6], 4: [7], 5: [1, 8, 9], 6: [2, 3, 9], 7: [1, 2, 4, 8, 9], 8: [2, 3, 5, 7, 9], 9: [1, 3, 5, 6, 7, 8]}",HAH?|dn
139,9,2,"(5, 5, 4, 4, 3, 3, 3, 2, 1)","{1: [9, 5, 7], 2: [8, 9, 6, 7], 3: [8, 6], 4: [7], 5: [1, 8, 9], 6: [2, 3, 9], 7: [1, 2, 4, 8], 8: [2, 3, 5, 7, 9], 9: [1, 2, 5, 6, 8]}",H@OKhxf
140,9,2,"(5, 4, 4, 4, 4, 3, 2, 2, 2)","{1: [5, 7], 2: [8, 9, 6, 7], 3: [8, 6], 4: [9, 7], 5: [1, 8, 9], 6: [2, 3, 8, 9], 7: [1, 2, 4, 9], 8: [2, 3, 5, 6], 9: [2, 4, 5, 6, 7]}",H@AKzP\
141,9,2,"(5, 4, 4, 4, 4, 3, 3, 2, 1)","{1: [9, 5, 7], 2: [8, 9, 6, 7], 3: [8, 6], 4: [7], 5: [1, 8, 9], 6: [2, 3, 8, 9], 7: [1, 2, 4, 9], 8: [2, 3, 5, 6], 9: [1, 2, 5, 6, 7]}",H@@J[o|
142,9,2,"(6, 5, 3, 3, 3, 3, 3, 3, 3)","{1: [9, 5, 7], 2: [8, 6, 7], 3: [8, 9, 6], 4: [8, 9, 7], 5: [1, 8, 9], 6: [2, 3, 9], 7: [1, 2, 4], 8: [2, 3, 4, 5, 9], 9: [1, 3, 4, 5, 6, 8]}",HU`@?|n
143,9,2,"(5, 5, 4, 3, 3, 3, 3, 2, 2)","{1: [9, 5, 7], 2: [8, 9, 6, 7], 3: [8, 6], 4: [8, 7], 5: [1, 8, 9], 6: [2, 3, 9], 7: [1, 2, 4], 8: [2, 3, 4, 5, 9], 9: [1, 2, 5, 6, 8]}",H@U?Xnb
144,9,2,"(6, 5, 5, 3, 3, 3, 3, 3, 3)","{1: [9, 5, 7], 2: [8, 6, 7], 3: [8, 9, 6], 4: [8, 9, 7], 5: [1, 8, 9], 6: [2, 3, 9], 7: [1, 2, 4, 8, 9], 8: [2, 3, 4, 5, 7], 9: [1, 3, 4, 5, 6, 7]}",HK_Ax^t
145,9,2,"(6, 6, 4, 4, 4, 3, 3, 2, 2)","{1: [9, 5, 7], 2: [8, 9, 6, 7], 3: [8, 6], 4: [8, 7], 5: [1, 8, 9], 6: [2, 3, 8, 9], 7: [1, 2, 4, 9], 8: [2, 3, 4, 5, 6, 9], 9: [1, 2, 5, 6, 7, 8]}",H@AJP~\
146,9,2,"(6, 5, 4, 4, 3, 3, 3, 2, 2)","{1: [8, 5, 7], 2: [6, 7], 3: [9, 6], 4: [8, 9, 7], 5: [1, 8, 9], 6: [2, 3, 8, 9], 7: [1, 2, 4, 9], 8: [1, 4, 5, 6, 9], 9: [3, 4, 5, 6, 7, 8]}",H@@]@un
147,9,2,"(5, 5, 4, 4, 4, 2, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [6, 7], 3: [9, 6], 4: [8, 7], 5: [1, 8], 6: [2, 3, 8, 9], 7: [1, 2, 4, 9], 8: [1, 4, 5, 6, 9], 9: [1, 3, 6, 7, 8]}",H?dPJUN
148,9,2,"(5, 4, 4, 3, 3, 3, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [6, 7], 3: [8, 9, 6], 4: [9, 7], 5: [1, 8], 6: [2, 3, 9], 7: [1, 2, 4], 8: [1, 3, 5, 9], 9: [1, 3, 4, 6, 8]}",HB?kcTN
149,9,2,"(6, 5, 5, 3, 3, 3, 3, 3, 1)","{1: [8, 5, 7], 2: [9, 6, 7], 3: [8, 9, 6], 4: [7], 5: [1, 8, 9], 6: [2, 3, 9], 7: [1, 2, 4, 8, 9], 8: [1, 3, 5, 7, 9], 9: [2, 3, 5, 6, 7, 8]}",HGD?|dn
150,9,2,"(5, 5, 4, 4, 3, 3, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [6, 7], 3: [8, 9, 6], 4: [9, 7], 5: [1, 8], 6: [2, 3, 9], 7: [1, 2, 4, 8, 9], 8: [1, 3, 5, 7], 9: [1, 3, 4, 6, 7]}",H?LAlM\
151,9,2,"(4, 4, 4, 4, 4, 2, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [6, 7], 3: [8, 6], 4: [9, 7], 5: [1, 8], 6: [2, 3, 8, 9], 7: [1, 2, 4, 9], 8: [1, 3, 5, 6], 9: [1, 4, 6, 7]}",H?CmTL[
152,9,2,"(5, 5, 4, 4, 3, 3, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [9, 6, 7], 3: [8, 6], 4: [8, 7], 5: [1, 9], 6: [2, 3, 8, 9], 7: [1, 2, 4], 8: [1, 3, 4, 6, 9], 9: [1, 2, 5, 6, 8]}",H?MIbMV
153,9,2,"(5, 4, 4, 4, 4, 3, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [9, 6, 7], 3: [8, 6], 4: [8, 7], 5: [1, 9], 6: [2, 3, 8, 9], 7: [1, 2, 4, 9], 8: [1, 3, 4, 6], 9: [1, 2, 5, 6, 7]}",H?IYeS}
154,9,2,"(5, 4, 4, 4, 3, 3, 3, 2, 2)","{1: [8, 9, 5, 7], 2: [9, 6, 7], 3: [8, 9, 6], 4: [8, 7], 5: [1, 9], 6: [2, 3, 8], 7: [1, 2, 4, 9], 8: [1, 3, 4, 6], 9: [1, 2, 3, 5, 7]}",H@HqSMZ
155,9,2,"(5, 5, 3, 3, 3, 3, 3, 3, 2)","{1: [8, 5, 7], 2: [9, 6, 7], 3: [8, 6], 4: [8, 9, 7], 5: [1, 8, 9], 6: [2, 3, 9], 7: [1, 2, 4], 8: [1, 3, 4, 5, 9], 9: [2, 4, 5, 6, 8]}",HHPCG}x
156,9,2,"(6, 5, 3, 3, 3, 3, 3, 3, 3)","{1: [8, 5, 7], 2: [9, 6, 7], 3: [8, 9, 6], 4: [8, 9, 7], 5: [1, 8, 9], 6: [2, 3, 9], 7: [1, 2, 4], 8: [1, 3, 4, 5, 9], 9: [2, 3, 4, 5, 6, 8]}",H[EA?|n
157,9,2,"(5, 5, 4, 3, 3, 3, 3, 2, 2)","{1: [8, 9, 5, 7], 2: [9, 6, 7], 3: [8, 9, 6], 4: [8, 7], 5: [1, 8], 6: [2, 3, 9], 7: [1, 2, 4], 8: [1, 3, 4, 5, 9], 9: [1, 2, 3, 6, 8]}",H@IIHvR
158,9,2,"(6, 5, 5, 3, 3, 3, 3, 3, 3)","{1: [8, 5, 7], 2: [9, 6, 7], 3: [8, 9, 6], 4: [8, 9, 7], 5: [1, 8, 9], 6: [2, 3, 9], 7: [1, 2, 4, 8, 9], 8: [1, 3, 4, 5, 7], 9: [2, 3, 4, 5, 6, 7]}",HSOBW~t
159,9,2,"(6, 5, 4, 4, 4, 3, 3, 2, 1)","{1: [8, 5, 7], 2: [8, 9, 6, 7], 3: [6], 4: [9, 7], 5: [1, 8, 9], 6: [2, 3, 8, 9], 7: [1, 2, 4, 9], 8: [1, 2, 5, 6, 9], 9: [2, 4, 5, 6, 7, 8]}",H@@kPt^
160,9,2,"(6, 5, 4, 4, 3, 3, 3, 2, 2)","{1: [8, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [9, 7], 5: [1, 8, 9], 6: [2, 3, 8], 7: [1, 2, 4, 9], 8: [1, 2, 5, 6, 9], 9: [2, 3, 4, 5, 7, 8]}",H@OLHzV
161,9,2,"(5, 4, 4, 4, 3, 3, 3, 2, 2)","{1: [8, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [9, 7], 5: [1, 8, 9], 6: [2, 3, 8, 9], 7: [1, 2, 4], 8: [1, 2, 5, 6], 9: [2, 3, 4, 5, 6]}",H@Wo[NR
162,9,2,"(6, 5, 4, 4, 4, 4, 2, 2, 1)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [7], 5: [1, 8], 6: [2, 3, 8, 9], 7: [1, 2, 4, 9], 8: [1, 2, 5, 6, 9], 9: [1, 2, 3, 6, 7, 8]}",H?Schx^
163,9,2,"(6, 5, 4, 4, 4, 3, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [9, 7], 5: [1, 8], 6: [2, 3, 8, 9], 7: [1, 2, 4], 8: [1, 2, 5, 6, 9], 9: [1, 2, 3, 4, 6, 8]}",H@`Oq]n
164,9,2,"(6, 4, 4, 4, 4, 4, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [9, 7], 5: [1, 8], 6: [2, 3, 8, 9], 7: [1, 2, 4, 9], 8: [1, 2, 5, 6], 9: [1, 2, 3, 4, 6, 7]}",H?eIhpv
165,9,2,"(5, 5, 4, 4, 4, 4, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [9, 7], 5: [1, 8], 6: [2, 3, 8, 9], 7: [1, 2, 4, 8], 8: [1, 2, 5, 6, 7], 9: [1, 2, 3, 4, 6]}",H?IY`~Y
166,9,2,"(6, 6, 4, 4, 4, 4, 2, 2, 2)","{1: [8, 9, 5, 7], 2: [8, 9, 6, 7], 3: [9, 6], 4: [9, 7], 5: [1, 8], 6: [2, 3, 8, 9], 7: [1, 2, 4, 8], 8: [1, 2, 5, 6, 7, 9], 9: [1, 2, 3, 4, 6, 8]}",H?IY`~Z
